Word,Valence,Arousal,Dominance,P_2D_Polar,P_Euclidean,P_Cosine,P_2D_Euclidean,IO2_2D_Polar,IO2_Euclidean,IO2_Cosine,IO2_2D_Euclidean,Valence_Category
꾸미다,6.64,6.16,6.9,trust,joy,anticipation,surprise,envy,joy,ennui,joy,Positive
발명,6.4,4.24,6.67,anticipation,trust,trust,trust,ennui,joy,ennui,joy,Positive
독창성,6.29,4.22,6.39,anticipation,trust,trust,trust,ennui,joy,ennui,joy,Positive
발명자,6.21,4.62,5.15,joy,anticipation,joy,trust,joy,ennui,joy,joy,Positive
목록,4.95,3.58,5.48,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
반전,4.91,3.85,5.58,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
투자하다,6.16,3.95,5.94,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
조사하다,5.68,4.09,5.43,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
조사,4.36,5.7,6.11,surprise,anticipation,disgust,anticipation,embarrassment,disgust,disgust,disgust,Neutral
조사,5.5,5.8,5.69,trust,anticipation,anticipation,anticipation,envy,disgust,disgust,disgust,Neutral
조사자,4.95,4.35,4.79,anger,anticipation,anticipation,anticipation,anxiety,ennui,joy,ennui,Neutral
투자,5.14,4.73,5.19,anticipation,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
투자자,5.42,3.39,5.76,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
무적,6.32,5.3,6.6,joy,trust,anticipation,anticipation,joy,joy,ennui,joy,Positive
보이지 않는,5.32,4.32,5.1,anticipation,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
보이지 않는,5.0,3.95,4.27,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
초대,7.05,4.94,6.43,joy,trust,joy,trust,joy,joy,joy,joy,Positive
초대하다,5.68,5.1,6.95,joy,anticipation,sadness,anticipation,joy,joy,ennui,disgust,Neutral
송장,4.6,3.68,5.7,anger,anticipation,trust,anticipation,anger,ennui,ennui,ennui,Neutral
부르다,5.05,4.85,5.54,anger,anticipation,anticipation,anticipation,anxiety,disgust,ennui,disgust,Neutral
비자발적,4.05,3.75,4.13,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
관련시키다,5.44,3.6,5.28,anger,anticipation,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
참여,5.81,2.95,6.41,anger,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
무적,6.05,3.85,5.36,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
요오드,4.9,4.21,4.86,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
이온,5.1,4.19,5.16,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
이오타,5.16,2.76,4.55,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
화나게,2.9,4.71,3.6,sadness,disgust,disgust,disgust,disgust,anxiety,anxiety,disgust,Negative
아이리스,6.85,4.2,6.24,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
철,5.03,3.24,5.51,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
아이언 클래드,5.14,3.77,6.09,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
아이러니 한,5.42,4.39,4.46,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
반어,5.19,4.09,5.28,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
비이성적 인,3.5,5.12,3.46,sadness,fear,fear,disgust,sadness,embarrassment,anxiety,disgust,Negative
불규칙한,4.05,4.86,4.93,sadness,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Neutral
불규칙,4.26,3.94,3.44,disgust,disgust,surprise,disgust,anger,ennui,joy,ennui,Neutral
관련이 없습니다,3.35,3.71,4.68,disgust,disgust,sadness,disgust,disgust,ennui,sadness,ennui,Negative
돌이킬 수없는,4.05,5.05,3.5,sadness,disgust,surprise,disgust,sadness,embarrassment,embarrassment,disgust,Neutral
바꾸어 놓을 수 없는,5.59,4.62,3.95,anticipation,anticipation,surprise,anticipation,ennui,ennui,joy,ennui,Neutral
꼼짝 못하게 하는,6.58,5.71,4.68,trust,surprise,surprise,surprise,envy,joy,joy,joy,Positive
책임지지 않는,2.5,5.0,3.91,sadness,disgust,anger,disgust,disgust,anxiety,envy,anxiety,Negative
뒤집을 수 없는,3.61,4.09,3.11,disgust,sadness,surprise,disgust,disgust,anxiety,disgust,disgust,Negative
관개,5.23,3.77,5.6,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
관개,3.82,4.65,6.05,sadness,disgust,sadness,disgust,disgust,disgust,sadness,disgust,Negative
민감한,2.85,6.37,4.23,surprise,fear,fear,fear,sadness,fear,anxiety,fear,Negative
짜증나게 하다,3.19,5.85,4.39,surprise,disgust,disgust,fear,sadness,disgust,anxiety,fear,Negative
화나게 하는,2.63,4.91,3.77,sadness,disgust,anger,disgust,disgust,anxiety,anxiety,anxiety,Negative
짜증나게 하는 것,3.38,5.5,4.35,sadness,disgust,disgust,disgust,sadness,disgust,anxiety,disgust,Negative
섬,7.18,4.25,5.58,joy,trust,joy,trust,joy,joy,joy,joy,Positive
섬,6.05,3.24,4.7,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
분리하십시오,4.35,4.6,4.38,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Neutral
격리,3.77,3.0,4.52,disgust,sadness,trust,sadness,anger,ennui,ennui,ennui,Negative
동위 원소,5.35,2.73,5.19,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
문제,3.95,4.55,5.47,disgust,disgust,sadness,disgust,disgust,disgust,sadness,disgust,Negative
가려움,3.11,5.0,3.86,sadness,disgust,disgust,disgust,disgust,anxiety,anxiety,disgust,Negative
가려움,2.53,4.9,3.0,sadness,fear,fear,disgust,disgust,anxiety,fear,anxiety,Negative
목,5.29,2.9,5.5,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
여정,6.1,3.27,5.32,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
상아,5.2,2.33,5.17,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
갑자기 찌르기,3.81,4.85,5.42,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
Jabber,4.38,3.78,4.95,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
잭 다니엘스,5.38,4.78,5.59,anticipation,anticipation,anticipation,anticipation,ennui,ennui,ennui,ennui,Neutral
재칼,4.65,4.58,4.57,disgust,anticipation,anticipation,anticipation,anger,disgust,ennui,disgust,Neutral
수탕나귀,4.05,6.57,4.59,surprise,fear,fear,fear,embarrassment,envy,anxiety,envy,Neutral
재킷,5.86,3.35,6.89,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
Jackhammer,3.9,4.7,4.76,sadness,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
공동 자금,7.1,5.62,4.35,joy,surprise,surprise,surprise,joy,joy,joy,joy,Positive
Jackrabbit,5.95,3.61,4.36,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
옥,6.25,3.43,5.37,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
지칠 대로 지친,3.62,3.79,5.65,disgust,disgust,sadness,disgust,anger,ennui,sadness,ennui,Negative
들쭉날쭉 한,3.95,6.05,4.48,surprise,disgust,disgust,fear,embarrassment,envy,anxiety,fear,Negative
재규어,5.63,5.55,5.1,trust,anticipation,anticipation,anticipation,envy,disgust,joy,disgust,Neutral
교도소,1.91,4.47,3.91,sadness,sadness,anger,disgust,disgust,anxiety,anger,anxiety,Negative
상습범,2.38,4.48,3.18,sadness,fear,fear,disgust,disgust,anxiety,anxiety,anxiety,Negative
탈옥,3.5,5.6,5.27,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
교도관,2.61,4.95,3.79,sadness,disgust,anger,disgust,disgust,anxiety,anxiety,anxiety,Negative
감옥,2.57,4.5,2.89,sadness,fear,fear,disgust,disgust,anxiety,anxiety,anxiety,Negative
구식 자동차,5.15,3.94,4.12,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
잼,5.81,3.95,5.89,anticipation,anticipation,trust,trust,ennui,ennui,ennui,ennui,Neutral
흥겨운 소동,6.14,5.28,5.5,joy,anticipation,anticipation,anticipation,joy,joy,joy,joy,Positive
잠 머스,5.19,4.22,5.1,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
관리인,4.86,2.3,5.36,anger,sadness,trust,sadness,anxiety,ennui,ennui,ennui,Neutral
청소,4.87,3.86,5.35,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
항아리,5.71,2.77,5.26,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
특수 용어,4.85,3.95,5.25,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
Jarhead,4.16,4.41,4.14,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Neutral
여자 이름,6.74,3.7,5.75,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
자바,5.9,5.05,6.16,joy,anticipation,anticipation,anticipation,joy,joy,ennui,joy,Neutral
던지는 창,5.24,3.89,5.71,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
턱,4.41,4.09,5.84,disgust,anticipation,sadness,disgust,anger,ennui,ennui,ennui,Neutral
턱뼈,4.63,4.19,5.65,disgust,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
입 부분,4.42,5.91,4.68,surprise,anticipation,disgust,anticipation,embarrassment,disgust,disgust,disgust,Neutral
재즈,6.57,6.05,6.42,trust,surprise,anticipation,surprise,envy,joy,ennui,joy,Positive
재즈,6.81,4.74,5.42,joy,trust,joy,trust,joy,joy,joy,joy,Positive
질투하는,2.38,5.9,4.68,sadness,anger,anger,anger,sadness,anger,anger,anger,Negative
질투,2.58,5.45,3.89,sadness,fear,anger,anger,sadness,anxiety,anxiety,embarrassment,Negative
여자 이름,6.05,2.41,5.19,anger,trust,trust,trust,anxiety,ennui,joy,ennui,Positive
청바지,5.47,3.95,6.26,anticipation,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
지프,5.53,4.05,5.0,anticipation,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
지링,2.52,5.57,4.32,sadness,anger,anger,anger,sadness,anger,envy,embarrassment,Negative
젤리,5.9,3.63,5.68,anticipation,anticipation,trust,trust,ennui,ennui,joy,ennui,Neutral
젤리 빈,6.4,4.77,6.14,joy,trust,joy,trust,joy,joy,joy,joy,Positive
해파리,4.9,3.73,4.0,anger,disgust,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
위태롭게 하다,3.1,6.15,3.65,surprise,fear,fear,fear,sadness,fear,fear,fear,Negative
위험,3.84,4.23,4.32,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
바보,2.43,6.45,4.84,surprise,anger,anger,anger,sadness,anger,envy,anger,Negative
말린 고기,4.74,4.0,4.21,anger,disgust,anticipation,anticipation,anger,ennui,joy,ennui,Neutral
농담,6.2,4.21,5.64,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
광대,4.53,4.75,5.35,disgust,anticipation,anticipation,anticipation,disgust,disgust,ennui,disgust,Neutral
제트기,6.74,5.26,5.44,joy,anticipation,joy,trust,joy,joy,joy,joy,Positive
보석,6.68,3.83,5.1,anticipation,trust,joy,trust,ennui,ennui,joy,joy,Positive
보석 세공인,5.95,3.73,5.73,anticipation,anticipation,trust,trust,ennui,ennui,joy,ennui,Neutral
보석류,7.0,3.38,6.19,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
지브,5.53,4.57,4.83,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
순간,5.21,4.17,4.68,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
순간,6.09,4.89,6.05,joy,anticipation,joy,anticipation,joy,joy,ennui,joy,Positive
지그,4.95,4.95,5.33,disgust,anticipation,anticipation,anticipation,anger,disgust,ennui,disgust,Neutral
흔들림,6.15,5.22,4.88,joy,anticipation,surprise,anticipation,joy,ennui,joy,joy,Positive
실톱,5.05,4.0,6.57,anger,anticipation,sadness,anticipation,anxiety,ennui,ennui,ennui,Neutral
성전,2.32,5.35,3.08,sadness,fear,fear,anger,sadness,embarrassment,fear,embarrassment,Negative
징글 마차,5.16,4.33,5.81,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
재수 불길한 물건,3.59,4.95,4.16,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
지터,3.35,4.89,3.5,sadness,fear,disgust,disgust,disgust,anxiety,anxiety,disgust,Negative
Jive,6.32,5.68,5.29,trust,anticipation,surprise,anticipation,envy,joy,joy,joy,Positive
직업,5.64,4.0,4.44,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
기수,4.95,4.84,5.62,anger,anticipation,anticipation,anticipation,anger,disgust,ennui,disgust,Neutral
서포터,3.5,4.33,4.58,disgust,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
가벼운 흔들림,5.81,3.43,6.35,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
조거,5.11,3.5,5.94,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
가입하다,5.83,3.9,4.94,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
관절,5.32,4.5,6.16,anticipation,anticipation,anticipation,anticipation,ennui,ennui,ennui,ennui,Neutral
농담,7.88,5.73,5.79,joy,surprise,joy,joy,joy,joy,joy,joy,Positive
조커,5.67,4.21,5.05,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
즐거운,7.47,5.95,7.4,joy,joy,joy,surprise,envy,joy,ennui,joy,Positive
심한 상하의 움직임,4.43,6.63,4.76,fear,anticipation,disgust,anticipation,embarrassment,envy,anxiety,envy,Neutral
조금,4.79,4.0,5.77,anger,anticipation,trust,anticipation,anger,ennui,ennui,ennui,Neutral
Jour,5.74,2.95,5.45,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
신문,5.91,3.23,6.31,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
저널리즘,4.95,4.22,5.67,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
기자,5.3,3.86,6.15,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
저널리즘,5.55,3.2,6.45,anger,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
여행,6.65,4.89,6.77,joy,trust,trust,trust,joy,joy,ennui,joy,Positive
Joust,4.9,5.61,5.11,fear,anticipation,anticipation,anticipation,fear,disgust,disgust,disgust,Neutral
기쁨,8.21,5.55,7.0,joy,joy,joy,joy,joy,joy,joy,joy,Positive
즐거운,8.21,5.53,7.05,joy,joy,joy,joy,joy,joy,joy,joy,Positive
즐거운,7.45,6.62,6.25,trust,surprise,surprise,surprise,envy,joy,joy,joy,Positive
기쁨,6.1,3.71,5.93,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
축제,7.05,5.2,6.35,joy,trust,joy,trust,joy,joy,joy,joy,Positive
판사,3.89,4.5,3.78,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
심판,4.65,4.27,5.54,disgust,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
판단,3.0,5.05,3.79,sadness,disgust,disgust,disgust,sadness,anxiety,anxiety,disgust,Negative
사법,4.0,4.59,4.9,sadness,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Neutral
유도,5.79,4.5,6.17,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
조끼,5.45,3.73,5.45,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
속이다,5.84,5.14,4.7,joy,anticipation,surprise,anticipation,joy,disgust,joy,joy,Neutral
요술쟁이,6.3,4.05,5.23,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
경정,5.2,4.56,4.84,anticipation,anticipation,anticipation,anticipation,anxiety,ennui,joy,ennui,Neutral
주스,6.9,4.6,5.74,joy,trust,joy,trust,joy,joy,joy,joy,Positive
무대 조명 담당자,5.84,4.44,5.35,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
흥미 진진한,7.05,4.7,5.48,joy,trust,joy,trust,joy,joy,joy,joy,Positive
부적,4.73,4.12,5.21,anger,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
주크,5.0,3.3,4.92,anger,anticipation,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
주크 박스,6.76,4.9,5.67,joy,trust,joy,trust,joy,joy,joy,joy,Positive
거대한 것,4.9,4.24,4.92,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
도약,6.44,5.14,5.72,joy,anticipation,joy,trust,joy,joy,joy,joy,Positive
줄기 로프,5.74,4.7,5.54,joy,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
점퍼,4.55,3.76,5.0,anger,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
점프 수트,5.1,3.62,5.7,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
점프,4.8,5.45,4.47,surprise,anticipation,anticipation,anticipation,embarrassment,disgust,disgust,disgust,Neutral
접합,5.21,3.86,6.36,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
접속,5.25,4.08,5.79,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
밀림,5.7,4.06,4.5,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
후진,5.36,4.15,6.26,anticipation,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
향나무,6.33,3.27,5.3,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
정크,3.57,3.95,4.86,disgust,disgust,sadness,disgust,disgust,ennui,sadness,ennui,Negative
유람,4.22,3.5,5.35,disgust,disgust,sadness,disgust,anger,ennui,ennui,ennui,Neutral
중독자,2.5,4.62,3.82,sadness,disgust,disgust,disgust,disgust,anxiety,envy,anxiety,Negative
마약 중독자,3.05,4.3,4.86,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
폐차장,4.05,3.95,4.82,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
관할권,4.68,3.95,4.33,anger,disgust,anticipation,anticipation,anger,ennui,joy,ennui,Neutral
배심원,4.65,4.5,5.08,disgust,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
배심,4.23,5.2,5.21,sadness,disgust,anticipation,disgust,sadness,disgust,disgust,disgust,Neutral
정당성,6.8,5.4,6.31,joy,trust,joy,trust,joy,joy,joy,joy,Positive
정당화 가능,6.1,3.58,5.84,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
정당화,5.68,4.09,6.48,anticipation,trust,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
신이 옳다고 하다,6.17,3.2,6.04,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
소년,3.74,3.85,4.12,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Negative
케일,5.79,3.29,5.5,anticipation,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
카미카 제,3.58,4.68,3.87,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
캥거루,6.45,4.27,5.37,anticipation,anticipation,joy,trust,ennui,ennui,joy,joy,Positive
카파,5.65,2.79,4.59,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
카 푸트,3.95,4.45,4.52,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
노래방,6.29,5.0,6.17,joy,anticipation,joy,anticipation,joy,joy,joy,joy,Positive
카라테,6.26,4.6,6.74,joy,trust,trust,trust,joy,joy,ennui,joy,Positive
업,6.28,4.18,3.29,anticipation,anticipation,surprise,trust,ennui,ennui,joy,ennui,Positive
업장,5.63,4.22,4.19,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
카약,5.68,3.77,5.43,anticipation,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
카주,5.76,5.05,5.1,joy,anticipation,anticipation,anticipation,joy,ennui,joy,ennui,Neutral
케밥,5.95,3.65,5.23,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
용골,4.64,4.15,5.74,disgust,anticipation,sadness,anticipation,anger,ennui,ennui,ennui,Neutral
날카로운,6.72,3.21,5.52,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
유지하다,6.32,3.43,5.71,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
관리인,5.89,3.81,4.83,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
기념품,6.73,4.43,5.95,joy,trust,joy,trust,joy,joy,joy,joy,Positive
작은 통,5.65,4.52,6.33,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
켈프,5.0,3.46,5.18,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
개집,4.64,3.67,5.73,anger,anticipation,trust,anticipation,anger,ennui,ennui,ennui,Neutral
등식,5.31,2.95,5.1,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
핵심,5.23,3.87,5.53,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
둥유,3.86,4.0,5.34,disgust,disgust,sadness,disgust,anger,ennui,sadness,ennui,Negative
케첩,6.03,3.85,5.48,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
주전자,5.67,3.1,5.68,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
열쇠,6.22,3.9,6.75,anticipation,trust,trust,trust,ennui,joy,ennui,ennui,Positive
건반,5.17,3.59,5.13,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
열쇠 구멍,5.39,3.96,5.74,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
기조,5.67,3.1,5.84,anger,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
키패드,5.65,3.0,6.0,anger,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
예어,5.6,3.67,5.73,anticipation,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
카키색 옷감,5.05,2.64,6.08,anger,anticipation,trust,sadness,anxiety,ennui,ennui,ennui,Neutral
두레박,5.5,3.7,5.46,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
차기,4.55,5.1,5.1,sadness,anticipation,anticipation,anticipation,sadness,disgust,disgust,disgust,Neutral
킥복싱,5.33,4.45,5.18,anticipation,anticipation,anticipation,anticipation,ennui,ennui,joy,ennui,Neutral
차는 사람,5.11,4.85,5.53,anticipation,anticipation,anticipation,anticipation,ennui,disgust,ennui,disgust,Neutral
킥오프,4.95,5.0,6.11,sadness,anticipation,anticipation,anticipation,disgust,disgust,ennui,disgust,Neutral
어린이,7.23,4.71,4.83,joy,surprise,joy,trust,joy,joy,joy,joy,Positive
키더,6.38,3.25,5.09,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
Kiddo,5.65,4.68,5.26,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
채가다,2.19,5.59,2.37,sadness,fear,fear,anger,sadness,embarrassment,fear,anger,Negative
납치범,1.77,6.52,3.33,surprise,fear,fear,anger,sadness,fear,fear,anger,Negative
유괴,2.05,5.36,2.47,sadness,fear,fear,anger,sadness,embarrassment,fear,anxiety,Negative
신장,4.9,3.95,5.44,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
어린이,6.48,5.69,5.13,trust,surprise,surprise,anticipation,envy,joy,joy,joy,Positive
죽이다,1.81,6.81,3.61,surprise,fear,fear,anger,sadness,fear,fear,anger,Negative
살인자,1.74,7.05,4.43,surprise,anger,anger,anger,sadness,anger,envy,anger,Negative
죽이는,1.95,5.52,4.47,sadness,anger,anger,anger,sadness,anger,anger,anger,Negative
킬 조이,3.84,4.14,4.05,disgust,disgust,anticipation,disgust,disgust,ennui,disgust,ennui,Negative
킬로,4.29,3.26,5.19,anger,disgust,trust,sadness,anger,ennui,ennui,ennui,Neutral
킬로미터,5.52,4.1,4.81,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
킬트,5.12,4.74,4.81,anticipation,anticipation,anticipation,anticipation,anxiety,ennui,joy,ennui,Neutral
키모노,5.9,3.77,5.08,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
혈연,5.85,3.0,5.05,anticipation,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
친절한,7.78,3.19,7.62,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
유치원,6.62,3.09,6.17,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
점화,5.45,4.05,5.85,anticipation,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
친절,7.65,3.96,6.95,joy,trust,trust,trust,ennui,joy,joy,joy,Positive
혈연,6.47,3.23,5.46,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
운동학,4.9,3.89,5.14,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
운동,5.11,4.95,5.29,anticipation,anticipation,anticipation,anticipation,ennui,disgust,ennui,disgust,Neutral
왕,6.0,4.45,5.53,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
왕 뱀,3.26,6.64,3.8,surprise,fear,fear,fear,embarrassment,fear,fear,envy,Negative
왕국,6.74,4.2,6.75,anticipation,trust,trust,trust,ennui,joy,ennui,joy,Positive
킹핀,4.37,5.14,5.17,sadness,anticipation,anticipation,anticipation,sadness,disgust,disgust,disgust,Neutral
꼬임,5.29,4.8,4.82,anticipation,anticipation,anticipation,anticipation,ennui,ennui,joy,ennui,Neutral
꼬인,5.71,5.52,5.33,trust,anticipation,anticipation,anticipation,envy,disgust,joy,disgust,Neutral
혈연 관계,7.53,4.65,6.26,joy,trust,joy,trust,joy,joy,joy,joy,Positive
정자,5.0,3.35,5.1,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
키스,7.78,6.05,6.52,joy,joy,joy,surprise,envy,joy,joy,joy,Positive
키스,7.33,5.85,5.38,joy,surprise,surprise,surprise,envy,joy,joy,joy,Positive
키시,7.06,5.32,5.2,joy,surprise,surprise,trust,joy,joy,joy,joy,Positive
전부,6.1,3.68,6.29,anticipation,trust,trust,trust,ennui,ennui,ennui,ennui,Positive
주방,6.17,3.52,5.89,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
연,6.9,4.2,6.24,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
주방,7.58,3.19,6.67,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
키위,6.11,3.65,5.5,anticipation,anticipation,trust,trust,ennui,ennui,joy,ennui,Positive
서툰 사람,3.81,4.08,4.21,disgust,disgust,anticipation,disgust,disgust,ennui,disgust,ennui,Negative
기교,5.68,3.77,5.71,anticipation,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
