Word,Valence,Arousal,Dominance,P_2D_Polar,P_Euclidean,P_Cosine,P_2D_Euclidean,IO2_2D_Polar,IO2_Euclidean,IO2_Cosine,IO2_2D_Euclidean,Valence_Category
ginger,5.79,4.43,5.47,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
gingerbread,7.0,4.18,6.18,joy,trust,trust,trust,ennui,joy,joy,joy,Positive
ginseng,5.79,4.05,4.96,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
giraffe,6.52,2.91,5.27,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
girder,4.53,3.53,4.5,anger,disgust,joy,disgust,anger,ennui,ennui,ennui,Neutral
girdle,3.94,4.35,4.68,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
girl,7.15,5.23,5.27,joy,surprise,joy,trust,joy,joy,joy,joy,Positive
girlfriend,7.56,5.05,5.0,joy,surprise,joy,trust,joy,joy,joy,joy,Positive
girlie,5.35,4.95,5.54,joy,anticipation,anticipation,anticipation,joy,disgust,ennui,disgust,Neutral
girlish,6.22,3.45,5.0,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
girly,5.32,4.45,5.65,anticipation,anticipation,anticipation,anticipation,ennui,ennui,ennui,ennui,Neutral
girth,4.65,4.39,4.69,disgust,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
gist,5.2,4.05,5.8,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
give,7.73,4.57,5.72,joy,trust,joy,trust,joy,joy,joy,joy,Positive
giveaway,6.17,5.48,4.75,joy,anticipation,surprise,anticipation,envy,disgust,joy,joy,Positive
giver,7.14,3.83,7.29,anticipation,trust,trust,trust,ennui,joy,ennui,joy,Positive
gizmo,6.26,4.18,5.74,anticipation,trust,joy,trust,ennui,ennui,joy,ennui,Positive
gizzard,3.86,3.86,5.05,disgust,disgust,sadness,disgust,anger,ennui,sadness,ennui,Negative
glacier,5.5,3.88,4.55,anticipation,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
glad,7.55,3.71,7.0,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
glade,6.32,2.82,5.68,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
gladiator,5.21,5.05,4.86,joy,anticipation,anticipation,anticipation,joy,disgust,joy,disgust,Neutral
glamorous,6.58,4.81,6.22,joy,trust,joy,trust,joy,joy,joy,joy,Positive
glamour,6.0,5.05,6.09,joy,anticipation,anticipation,anticipation,joy,joy,ennui,joy,Neutral
glance,5.71,2.63,5.48,anger,trust,trust,trust,anxiety,ennui,joy,ennui,Neutral
gland,4.39,4.14,5.09,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
glare,3.7,4.05,5.53,disgust,disgust,sadness,disgust,disgust,ennui,sadness,ennui,Negative
glass,5.48,3.14,5.42,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
glaucoma,2.47,3.45,2.91,disgust,sadness,disgust,sadness,disgust,sadness,disgust,sadness,Negative
glaze,5.63,3.56,5.18,anticipation,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
glazed,6.7,4.36,5.86,joy,trust,joy,trust,ennui,joy,joy,joy,Positive
gleam,5.95,3.65,7.0,anticipation,trust,trust,trust,ennui,joy,ennui,ennui,Neutral
gleaming,6.22,4.95,5.2,joy,anticipation,joy,anticipation,joy,ennui,joy,joy,Positive
glee,6.95,4.76,6.79,joy,trust,trust,trust,joy,joy,joy,joy,Positive
glide,6.1,4.58,6.23,joy,anticipation,joy,anticipation,ennui,joy,ennui,joy,Positive
glider,5.89,3.73,5.3,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
glimmer,6.68,4.58,5.79,joy,trust,joy,trust,joy,joy,joy,joy,Positive
glimpse,5.67,3.59,5.75,anticipation,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
glisten,6.5,5.28,6.0,joy,anticipation,joy,trust,joy,joy,joy,joy,Positive
glitch,4.11,3.91,3.5,disgust,disgust,surprise,disgust,anger,ennui,joy,ennui,Neutral
glitter,6.15,4.86,6.24,joy,anticipation,joy,anticipation,joy,joy,ennui,joy,Positive
gloat,3.68,3.75,6.1,disgust,disgust,sadness,disgust,anger,ennui,sadness,ennui,Negative
global,5.57,3.7,4.77,anticipation,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
globe,6.15,3.36,5.4,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
gloom,2.89,3.9,4.07,disgust,sadness,disgust,disgust,disgust,sadness,disgust,anxiety,Negative
gloomy,3.15,3.32,3.15,disgust,sadness,anticipation,sadness,anger,sadness,disgust,sadness,Negative
glorified,5.9,4.59,6.11,anticipation,anticipation,joy,anticipation,ennui,ennui,ennui,ennui,Neutral
glorious,6.9,4.67,6.7,joy,trust,trust,trust,joy,joy,joy,joy,Positive
glory,6.45,6.31,6.72,trust,surprise,anticipation,surprise,envy,joy,ennui,joy,Positive
gloss,6.0,4.82,5.52,joy,anticipation,joy,anticipation,joy,ennui,joy,joy,Neutral
glossy,5.42,4.33,5.88,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
glove,6.11,3.57,6.0,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
gloves,5.2,3.17,5.75,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
glow,6.55,4.95,5.38,joy,anticipation,joy,trust,joy,joy,joy,joy,Positive
glucose,3.59,4.25,4.05,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
glue,4.85,3.75,5.43,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
glum,2.82,3.58,4.62,disgust,sadness,sadness,sadness,disgust,sadness,sadness,sadness,Negative
glutton,3.53,4.4,3.68,sadness,disgust,anticipation,disgust,disgust,anxiety,disgust,disgust,Negative
gnat,3.43,2.75,3.65,disgust,sadness,joy,sadness,anger,sadness,ennui,ennui,Negative
gnome,6.24,4.21,4.21,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
go,6.32,4.86,5.33,joy,anticipation,joy,trust,joy,joy,joy,joy,Positive
goal,6.79,4.67,6.57,joy,trust,trust,trust,joy,joy,joy,joy,Positive
goalie,5.71,3.21,5.77,anger,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
goat,5.3,2.94,5.17,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
goatee,5.48,3.48,5.62,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
gobble,5.5,4.96,5.28,joy,anticipation,anticipation,anticipation,joy,disgust,joy,disgust,Neutral
goblin,3.16,4.7,3.84,sadness,disgust,disgust,disgust,disgust,anxiety,disgust,disgust,Negative
god,5.9,5.56,5.0,trust,anticipation,surprise,anticipation,envy,disgust,joy,joy,Neutral
goddamn,3.81,5.81,4.59,surprise,disgust,disgust,fear,sadness,disgust,disgust,fear,Negative
goddamned,3.36,6.05,4.65,surprise,anger,disgust,fear,sadness,envy,anxiety,fear,Negative
goddess,6.63,4.55,5.75,joy,trust,joy,trust,joy,joy,joy,joy,Positive
godfather,6.24,2.83,4.78,anticipation,trust,trust,trust,anxiety,ennui,joy,ennui,Positive
godforsaken,3.62,4.3,3.78,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
godless,3.65,4.76,5.16,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
godlike,6.15,5.64,6.38,trust,anticipation,anticipation,anticipation,envy,joy,ennui,joy,Positive
godmother,6.52,4.95,5.56,joy,anticipation,joy,trust,joy,joy,joy,joy,Positive
godsend,6.8,3.75,5.41,anticipation,trust,joy,trust,ennui,joy,joy,joy,Positive
godson,6.05,3.05,6.44,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Positive
goggle,5.0,3.2,6.15,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
goggles,6.21,4.26,6.0,anticipation,trust,trust,trust,ennui,joy,joy,ennui,Positive
gold,7.28,6.35,5.8,trust,surprise,surprise,surprise,envy,joy,joy,joy,Positive
golden,7.79,4.25,5.67,joy,trust,joy,trust,joy,joy,joy,joy,Positive
goldfish,6.62,2.95,5.05,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
golf,5.67,3.68,5.81,anticipation,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
golfer,5.46,3.0,5.56,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
golfing,5.55,3.11,5.55,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
gondola,5.48,4.09,5.28,anticipation,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
goner,2.91,4.65,3.0,sadness,fear,fear,disgust,disgust,anxiety,embarrassment,disgust,Negative
gonorrhea,1.65,4.52,2.92,sadness,sadness,fear,anger,disgust,anxiety,anxiety,anxiety,Negative
goo,4.68,3.65,4.59,anger,disgust,joy,anticipation,anger,ennui,joy,ennui,Neutral
goober,6.09,4.29,5.25,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
good,7.89,3.66,6.41,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
goodie,6.1,4.47,5.88,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
goodness,7.38,5.2,7.37,joy,joy,trust,joy,joy,joy,ennui,joy,Positive
goodwill,6.47,4.95,6.9,joy,trust,trust,trust,joy,joy,ennui,joy,Positive
goody,6.73,3.33,6.36,anticipation,trust,trust,trust,ennui,joy,joy,ennui,Positive
gooey,5.29,4.68,4.86,anticipation,anticipation,anticipation,anticipation,ennui,ennui,joy,ennui,Neutral
goof,5.35,4.24,6.08,anticipation,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
goofball,5.39,4.57,5.37,anticipation,anticipation,anticipation,anticipation,ennui,ennui,ennui,ennui,Neutral
goofy,6.71,5.05,5.72,joy,anticipation,joy,trust,joy,joy,joy,joy,Positive
goon,3.53,4.76,4.74,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
goop,4.21,3.55,3.61,disgust,sadness,joy,disgust,anger,ennui,joy,ennui,Neutral
goose,5.68,3.29,4.76,anger,anticipation,joy,trust,anxiety,ennui,joy,ennui,Neutral
gopher,5.37,3.58,4.67,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
gorge,4.5,4.26,5.33,disgust,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
gorgeous,7.57,4.92,7.05,joy,trust,trust,trust,joy,joy,joy,joy,Positive
gorilla,4.26,4.95,4.88,sadness,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Neutral
gory,2.57,5.1,4.32,sadness,disgust,anger,disgust,sadness,disgust,envy,anxiety,Negative
gospel,5.28,2.7,3.84,anger,sadness,joy,trust,anxiety,ennui,joy,ennui,Neutral
gossip,3.5,3.91,3.94,disgust,disgust,anticipation,disgust,disgust,ennui,disgust,ennui,Negative
gothic,4.7,4.95,5.69,sadness,anticipation,anticipation,anticipation,disgust,disgust,ennui,disgust,Neutral
gouge,3.14,4.75,4.62,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
goulash,4.86,4.4,5.42,anger,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
gourd,5.33,4.1,5.29,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
gourmet,7.25,6.0,5.54,trust,surprise,surprise,surprise,envy,joy,joy,joy,Positive
gout,3.67,4.2,3.81,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
govern,4.52,3.91,4.91,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
governess,5.53,2.82,5.17,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
government,3.78,3.75,3.11,disgust,sadness,surprise,disgust,anger,ennui,joy,ennui,Negative
governmental,2.89,3.8,3.04,disgust,sadness,anticipation,sadness,disgust,anxiety,disgust,sadness,Negative
governor,5.32,3.65,6.05,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
Governor,4.53,3.82,4.79,anger,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
gown,6.0,3.86,5.5,anticipation,anticipation,trust,trust,ennui,ennui,joy,ennui,Neutral
grab,5.44,4.5,5.28,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
graceful,6.95,4.0,6.52,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
gracious,7.23,3.23,7.05,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
grad,6.81,4.12,6.9,anticipation,trust,trust,trust,ennui,joy,ennui,joy,Positive
grade,5.18,4.75,6.74,anticipation,anticipation,sadness,anticipation,ennui,disgust,ennui,ennui,Neutral
grader,5.26,3.38,5.17,anger,anticipation,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
gradual,5.1,2.95,5.84,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
graduate,7.26,4.52,7.18,joy,trust,trust,trust,joy,joy,joy,joy,Positive
graduation,6.47,5.83,5.59,trust,anticipation,anticipation,surprise,envy,joy,joy,joy,Positive
graffiti,4.24,5.43,5.28,surprise,anticipation,disgust,disgust,sadness,disgust,disgust,disgust,Neutral
graft,3.58,3.68,4.17,disgust,sadness,anticipation,disgust,anger,ennui,ennui,ennui,Negative
grail,5.05,4.08,5.71,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
grain,5.83,1.6,5.12,anger,trust,trust,trust,anxiety,ennui,joy,ennui,Neutral
gram,5.15,4.18,4.89,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
grammar,6.25,4.21,6.76,anticipation,trust,trust,trust,ennui,joy,ennui,ennui,Positive
grand,6.28,3.75,6.0,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
Grand Canyon,6.76,4.35,4.0,joy,anticipation,surprise,trust,ennui,ennui,joy,joy,Positive
grand theft auto,3.82,5.62,4.78,surprise,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
grandchild,7.0,3.9,5.68,anticipation,trust,joy,trust,ennui,joy,joy,joy,Positive
granddad,7.32,2.95,5.55,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
granddaddy,7.0,3.38,5.09,anticipation,trust,joy,trust,ennui,ennui,joy,joy,Positive
granddaughter,6.86,4.6,5.33,joy,trust,joy,trust,joy,joy,joy,joy,Positive
grandeur,6.42,4.77,5.67,joy,anticipation,joy,trust,joy,joy,joy,joy,Positive
grandfather,5.68,3.77,6.15,anticipation,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
grandiose,5.24,4.84,5.1,anticipation,anticipation,anticipation,anticipation,ennui,disgust,joy,disgust,Neutral
grandma,7.5,3.2,5.39,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
grandmother,7.62,3.75,6.32,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
grandpa,7.43,3.7,5.05,anticipation,trust,joy,trust,ennui,joy,joy,joy,Positive
grandson,6.22,3.36,5.39,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
grandstand,4.9,4.91,6.21,disgust,anticipation,sadness,anticipation,anger,disgust,ennui,disgust,Neutral
granite,5.05,3.76,4.6,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
granny,5.71,2.38,5.0,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
granola,6.05,3.14,5.7,anticipation,trust,trust,trust,anxiety,ennui,joy,ennui,Positive
grape,6.7,3.5,5.88,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
grape juice,6.67,3.23,5.75,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
grapefruit,5.77,3.68,5.96,anticipation,anticipation,trust,trust,ennui,ennui,ennui,ennui,Neutral
grapevine,5.9,3.19,5.38,anticipation,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
graph,5.2,3.45,6.15,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
graphic,5.1,4.7,5.08,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
graphics,6.67,4.65,5.0,joy,anticipation,joy,trust,joy,joy,joy,joy,Positive
graphite,5.05,3.78,5.53,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
grappling,5.11,4.9,5.46,anticipation,anticipation,anticipation,anticipation,ennui,disgust,ennui,disgust,Neutral
grasp,5.45,4.05,6.48,anticipation,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
grass,6.47,3.39,5.67,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
grasshopper,6.05,4.43,5.82,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
grassy,6.0,3.09,5.68,anticipation,trust,trust,trust,anxiety,ennui,joy,ennui,Neutral
grate,4.68,4.08,5.96,anger,anticipation,sadness,anticipation,anger,ennui,ennui,ennui,Neutral
grateful,7.5,4.29,7.0,joy,trust,trust,trust,joy,joy,joy,joy,Positive
gratification,7.71,4.53,6.18,joy,trust,joy,trust,joy,joy,joy,joy,Positive
gratifying,6.65,4.89,6.26,joy,trust,joy,trust,joy,joy,joy,joy,Positive
gratitude,6.67,5.09,6.71,joy,trust,joy,trust,joy,joy,ennui,joy,Positive
grave,2.4,4.54,3.73,sadness,disgust,anger,disgust,disgust,anxiety,envy,anxiety,Negative
gravel,4.42,2.95,4.8,anger,sadness,trust,sadness,anger,ennui,ennui,ennui,Neutral
graveyard,3.25,4.89,3.79,sadness,disgust,disgust,disgust,disgust,anxiety,anxiety,disgust,Negative
gravitational,4.91,5.0,4.37,sadness,anticipation,anticipation,anticipation,disgust,disgust,joy,disgust,Neutral
gravity,5.81,4.85,4.48,joy,anticipation,surprise,anticipation,joy,ennui,joy,ennui,Neutral
gravy,6.21,3.85,5.87,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
gray,3.68,2.81,4.77,disgust,sadness,trust,sadness,anger,ennui,ennui,ennui,Negative
graze,5.26,3.57,5.65,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
grease,3.9,3.62,4.96,disgust,disgust,sadness,disgust,anger,ennui,ennui,ennui,Negative
greased,5.23,4.64,5.63,anticipation,anticipation,anticipation,anticipation,ennui,ennui,ennui,ennui,Neutral
greaser,4.67,4.6,4.94,disgust,anticipation,anticipation,anticipation,anger,disgust,ennui,disgust,Neutral
greasy,2.94,4.55,3.88,sadness,disgust,disgust,disgust,disgust,anxiety,disgust,disgust,Negative
great,7.5,4.14,6.65,joy,trust,trust,trust,joy,joy,joy,joy,Positive
great aunt,6.85,3.83,4.42,anticipation,anticipation,joy,trust,ennui,ennui,joy,joy,Positive
great grandfather,6.67,3.88,5.16,anticipation,trust,joy,trust,ennui,ennui,joy,joy,Positive
great grandma,6.33,2.62,6.04,anticipation,trust,trust,trust,anxiety,ennui,joy,ennui,Positive
great grandmother,7.42,4.05,5.17,joy,trust,joy,trust,ennui,joy,joy,joy,Positive
great grandpa,7.1,3.67,5.36,anticipation,trust,joy,trust,ennui,joy,joy,joy,Positive
great uncle,5.6,3.05,4.58,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
greatness,7.76,4.43,6.76,joy,trust,trust,trust,joy,joy,joy,joy,Positive
greed,2.48,4.45,4.0,sadness,disgust,disgust,disgust,disgust,anxiety,disgust,anxiety,Negative
greedy,2.1,4.76,4.0,sadness,disgust,anger,anger,disgust,anxiety,anger,anxiety,Negative
green,6.29,4.07,5.64,anticipation,trust,joy,trust,ennui,ennui,joy,ennui,Positive
green bean,5.22,3.52,5.65,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
green pepper,5.7,3.52,6.36,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
green snake,4.65,5.7,5.0,surprise,anticipation,anticipation,anticipation,embarrassment,disgust,disgust,disgust,Neutral
greenhouse,6.4,3.6,5.84,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
greet,6.25,3.86,6.54,anticipation,trust,trust,trust,ennui,joy,ennui,ennui,Positive
greeting,5.89,4.94,6.29,joy,anticipation,anticipation,anticipation,joy,joy,ennui,joy,Neutral
grenade,3.51,6.86,3.72,surprise,fear,fear,fear,embarrassment,fear,embarrassment,envy,Negative
greyhound,5.95,3.9,5.26,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
grid,5.2,3.15,5.18,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
grief,2.33,4.95,3.26,sadness,fear,fear,disgust,disgust,anxiety,anxiety,anxiety,Negative
grievance,3.45,3.74,4.33,disgust,disgust,anticipation,disgust,disgust,ennui,sadness,ennui,Negative
grieve,2.8,4.56,3.38,sadness,fear,disgust,disgust,disgust,anxiety,anxiety,anxiety,Negative
grieving,2.9,5.05,3.23,sadness,fear,fear,disgust,sadness,embarrassment,anxiety,disgust,Negative
grievous,3.14,3.92,5.25,disgust,disgust,sadness,disgust,disgust,disgust,sadness,disgust,Negative
grill,6.64,5.26,5.62,joy,anticipation,joy,trust,joy,joy,joy,joy,Positive
grilled,6.67,3.89,5.32,anticipation,trust,joy,trust,ennui,ennui,joy,joy,Positive
grim,2.41,4.48,4.18,sadness,disgust,disgust,disgust,disgust,anxiety,disgust,anxiety,Negative
grimy,3.63,4.4,4.08,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
grin,7.66,5.65,5.58,joy,surprise,joy,joy,joy,joy,joy,joy,Positive
grind,5.2,3.43,4.58,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
grinder,4.77,5.24,5.09,surprise,anticipation,anticipation,anticipation,embarrassment,disgust,disgust,disgust,Neutral
grindstone,4.14,4.7,5.42,sadness,disgust,anticipation,disgust,disgust,disgust,sadness,disgust,Neutral
gringo,4.11,3.61,4.35,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
grip,5.14,3.64,5.59,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
gripe,3.42,4.24,5.0,disgust,disgust,sadness,disgust,disgust,disgust,sadness,disgust,Negative
grisly,3.71,5.09,4.0,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
grit,4.55,4.22,6.38,disgust,anticipation,sadness,anticipation,anger,ennui,sadness,ennui,Neutral
grits,4.9,3.43,4.65,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
gritty,3.94,4.36,4.83,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
grizzly,4.45,5.0,5.0,sadness,anticipation,anticipation,anticipation,disgust,disgust,disgust,disgust,Neutral
groan,3.9,4.17,5.5,disgust,disgust,sadness,disgust,disgust,disgust,sadness,ennui,Negative
grocer,5.38,4.0,5.05,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
grocery,6.62,3.48,6.33,anticipation,trust,trust,trust,ennui,joy,joy,ennui,Positive
groggy,4.05,2.9,3.64,disgust,sadness,joy,sadness,anger,ennui,joy,ennui,Neutral
groin,5.1,5.5,5.62,fear,anticipation,anticipation,anticipation,fear,disgust,disgust,disgust,Neutral
groom,6.84,4.35,5.75,joy,trust,joy,trust,joy,joy,joy,joy,Positive
groove,6.32,5.33,5.91,joy,anticipation,anticipation,anticipation,joy,joy,joy,joy,Positive
groovy,6.42,4.67,5.46,joy,anticipation,joy,trust,joy,joy,joy,joy,Positive
grope,3.95,5.76,4.64,surprise,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
gross,3.2,5.0,4.62,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
grotesque,3.48,4.95,4.15,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
grotto,5.86,2.5,5.22,anger,trust,trust,trust,anxiety,ennui,joy,ennui,Neutral
grouch,3.57,4.6,4.26,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
grouchy,3.33,4.91,5.39,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
ground,5.28,2.35,5.5,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
groundhog,5.19,3.12,5.32,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
grounding,5.09,3.84,3.9,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
groundwork,5.71,2.86,5.77,anger,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
group,5.78,3.43,4.39,anticipation,anticipation,joy,trust,anxiety,ennui,joy,ennui,Neutral
groupie,4.0,4.09,4.71,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
grouping,4.9,3.76,5.64,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
grouse,3.73,4.05,4.64,disgust,disgust,anticipation,disgust,disgust,ennui,sadness,ennui,Negative
grove,5.26,3.73,6.05,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
grovel,3.3,3.65,3.45,disgust,sadness,anticipation,sadness,disgust,sadness,disgust,ennui,Negative
grow,6.28,2.6,5.5,anticipation,trust,trust,trust,anxiety,ennui,joy,ennui,Positive
growl,4.43,3.95,5.11,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
grownup,5.3,4.19,6.24,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
growth,6.0,4.95,6.04,joy,anticipation,joy,anticipation,joy,joy,ennui,joy,Neutral
grub,4.16,4.45,4.87,disgust,disgust,anticipation,disgust,disgust,disgust,ennui,disgust,Neutral
grubby,3.2,3.45,3.91,disgust,sadness,anticipation,sadness,anger,sadness,sadness,ennui,Negative
grudge,2.86,4.2,5.18,sadness,disgust,sadness,disgust,disgust,disgust,sadness,anxiety,Negative
gruel,3.48,4.0,4.14,disgust,disgust,anticipation,disgust,disgust,ennui,disgust,ennui,Negative
grueling,3.36,5.0,2.95,sadness,fear,fear,disgust,disgust,embarrassment,embarrassment,disgust,Negative
gruesome,2.89,6.62,3.83,surprise,fear,fear,fear,sadness,fear,fear,envy,Negative
gruff,4.05,4.25,5.67,disgust,disgust,sadness,disgust,disgust,disgust,sadness,ennui,Neutral
grumpy,2.81,5.05,5.06,sadness,disgust,disgust,disgust,sadness,disgust,disgust,embarrassment,Negative
grunt,3.68,3.86,4.91,disgust,disgust,sadness,disgust,anger,ennui,sadness,ennui,Negative
grunting,4.43,3.87,5.85,disgust,anticipation,sadness,disgust,anger,ennui,ennui,ennui,Neutral
guacamole,5.47,4.76,5.78,anticipation,anticipation,anticipation,anticipation,ennui,ennui,ennui,ennui,Neutral
guano,4.2,3.19,5.32,disgust,disgust,trust,sadness,anger,ennui,ennui,ennui,Neutral
guarantee,6.17,3.67,6.0,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
guard,5.89,3.6,4.06,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
guardhouse,4.96,3.67,4.14,anger,disgust,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
guardian,6.5,2.91,5.48,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
guardianship,5.21,3.1,7.35,anger,trust,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
guerrilla,5.3,5.59,4.16,trust,anticipation,surprise,anticipation,fear,disgust,joy,disgust,Neutral
